scenario_id,feeder_id,pv_bus,existing_pv_kw,new_pv_kw,total_pv_kw,base_pv_bus_voltage_pu,pv_pv_bus_voltage_pu,delta_pv_bus_voltage_pu,base_min_voltage_pu,base_max_voltage_pu,pv_min_voltage_pu,pv_max_voltage_pu,max_voltage_rise_pu,worst_voltage_bus,base_max_line_loading_pct,pv_max_line_loading_pct,base_max_transformer_loading_pct,pv_max_transformer_loading_pct,worst_line,worst_transformer,base_total_p_kw,pv_total_p_kw,delta_total_p_kw,base_total_q_kvar,pv_total_q_kvar,delta_total_q_kvar,base_losses_kw,pv_losses_kw,delta_losses_kw,reverse_power_flow,constraint_type,constraint_reason,label,base_min_voltage_bus,base_max_voltage_bus,pv_min_voltage_bus,pv_max_voltage_bus,delta_line_loading_pct,delta_transformer_loading_pct,existing_load_at_bus_kw,pv_bus_vn_kv,base_worst_line,base_worst_transformer,reverse_reason,converged
S00815,IEEE_CompTestFeeder,714,0,66,66,0.99084,0.99243,0.00159,0.90593,1.00536,0.90643,1.00576,0.0004,702,8.77,8.77,92.8,92.75,OH-1 parallel with OH-2,T7,4178.44,4109.39,-69.05,1690.21,1675.44,-14.77,442.35,439.3,-3.05,0,none,No violation,SAFE,734,702,734,702,-0.01,-0.05,240.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00816,IEEE_CompTestFeeder,732,0,69,69,0.92107,0.92622,0.00515,0.90593,1.00536,0.91116,1.00606,0.0007,702,8.77,8.58,92.8,92.54,OH-1 parallel with OH-2,T7,4178.44,4095.05,-83.39,1690.21,1661.49,-28.72,442.35,427.96,-14.39,1,caution,reverse flow,CAUTION,734,702,734,702,-0.19,-0.26,25.4,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00817,IEEE_CompTestFeeder,6231,0,106,106,0.99457,1.09344,0.09887,0.90593,1.00536,0.90722,1.09344,0.08808,623,8.77,23.32,92.8,92.67,SEC-5,T7,4178.44,4073.82,-104.62,1690.21,1669.71,-20.5,442.35,443.74,1.38,1,voltage,Max voltage 1.0934 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,14.55,-0.14,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.031 reversed,True
S00818,IEEE_CompTestFeeder,710,0,108,108,0.95737,0.96165,0.00428,0.90593,1.00536,0.9067,1.00598,0.00062,702,8.77,8.77,92.8,92.72,OH-1 parallel with OH-2,T7,4178.44,4065.7,-112.74,1690.21,1667.89,-22.32,442.35,437.61,-4.74,1,caution,reverse flow,CAUTION,734,702,734,702,-0.01,-0.08,80.0,0.208,OH-1 parallel with OH-2,T7,trafo 17 reversed,True
S00819,IEEE_CompTestFeeder,740,0,216,216,0.98204,0.9998,0.01776,0.90593,1.00536,0.91376,1.00762,0.00226,702,8.77,8.16,92.8,96.86,OH-1 parallel with OH-2,T5,4178.44,3915.76,-262.68,1690.21,1596.87,-93.34,442.35,395.67,-46.68,1,caution,trafo 96.9>=95.0%; reverse flow,CAUTION,734,702,734,702,-0.61,4.06,75.0,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.099 reversed,True
S00820,IEEE_CompTestFeeder,710,0,224,224,0.95737,0.96606,0.00869,0.90593,1.00536,0.90746,1.00658,0.00122,702,8.77,8.76,92.8,92.64,OH-1 parallel with OH-2,T7,4178.44,3945.75,-232.69,1690.21,1647.31,-42.9,442.35,433.67,-8.69,1,caution,reverse flow,CAUTION,734,702,734,702,-0.02,-0.16,80.0,0.208,OH-1 parallel with OH-2,T7,line 28 0.145->-0.078 reversed,True
S00821,IEEE_CompTestFeeder,624,0,102,102,0.99457,1.03046,0.0359,0.90593,1.00536,0.90732,1.03046,0.0251,624,8.77,23.81,92.8,92.65,SEC-1,T7,4178.44,4071.4,-107.04,1690.21,1666.48,-23.73,442.35,437.31,-5.04,1,caution,max 1.0305>1.03; rise 0.0359>=0.03; reverse flow,CAUTION,734,702,734,624,15.04,-0.15,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.033 reversed,True
S00822,IEEE_CompTestFeeder,6242,0,19,19,0.99457,1.00148,0.00691,0.90593,1.00536,0.9062,1.00549,0.00013,702,8.77,8.73,92.8,92.77,OH-1 parallel with OH-2,T7,4178.44,4157.91,-20.53,1690.21,1685.29,-4.92,442.35,440.82,-1.53,0,none,No violation,SAFE,734,702,734,702,-0.05,-0.03,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00823,IEEE_CompTestFeeder,621,4,132,136,0.99603,1.04181,0.04578,0.90599,1.00539,0.90774,1.04181,0.03642,621,8.77,31.4,92.8,92.61,SEC-4,T7,4174.1,4037.33,-136.77,1689.15,1659.94,-29.21,442.01,437.24,-4.77,1,caution,max 1.0418>1.03; rise 0.0458>=0.03; reverse flow,CAUTION,734,702,734,621,22.64,-0.19,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.062->-0.064 reversed,True
S00824,IEEE_CompTestFeeder,6331,0,89,89,0.91349,0.95552,0.04203,0.90593,1.00536,0.92556,1.00622,0.00086,702,8.77,18.59,92.8,92.48,SEC-7,T7,4178.44,4073.6,-104.84,1690.21,1654.91,-35.3,442.35,426.51,-15.84,1,caution,rise 0.0420>=0.03; reverse flow,CAUTION,734,702,735,702,9.81,-0.32,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.071 reversed,True
S00825,IEEE_CompTestFeeder,714,3,63,66,0.99091,0.99243,0.00152,0.90595,1.00538,0.90643,1.00576,0.00038,702,8.77,8.77,92.8,92.75,OH-1 parallel with OH-2,T7,4175.3,4109.39,-65.91,1689.52,1675.44,-14.09,442.21,439.3,-2.91,0,none,No violation,SAFE,734,702,734,702,-0.01,-0.05,240.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00826,IEEE_CompTestFeeder,739,14,232,246,0.986,1.00491,0.01891,0.90645,1.00552,0.91468,1.00786,0.00234,702,8.73,8.08,92.74,136.52,OH-1 parallel with OH-2,T6,4161.15,3881.0,-280.15,1683.64,1587.83,-95.81,439.07,390.91,-48.15,1,transformer_loading,Transformer T6 loading 136.5% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.65,43.78,41.1,0.24,OH-1 parallel with OH-2,T7,line 25 0.102->-0.128 reversed,True
S00827,IEEE_CompTestFeeder,7392,0,241,241,0.98479,1.00452,0.01973,0.90593,1.00536,0.91452,1.00781,0.00245,702,8.77,8.1,92.8,133.27,OH-1 parallel with OH-2,T6,4178.44,3886.92,-291.53,1690.21,1589.65,-100.56,442.35,391.83,-50.53,1,transformer_loading,Transformer T6 loading 133.3% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.68,40.47,0,0.24,OH-1 parallel with OH-2,T7,line 25 0.117->-0.123 reversed,True
S00828,IEEE_CompTestFeeder,708,0,76,76,0.95802,0.96085,0.00283,0.90593,1.00536,0.90648,1.0058,0.00044,702,8.77,8.77,92.8,92.74,OH-1 parallel with OH-2,T7,4178.44,4099.06,-79.38,1690.21,1674.26,-15.95,442.35,438.97,-3.38,0,none,No violation,SAFE,734,702,734,702,-0.01,-0.06,75.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00829,IEEE_CompTestFeeder,7692,0,13,13,0.95408,0.95614,0.00206,0.90593,1.00536,0.90656,1.00557,0.00021,702,8.77,8.73,92.8,92.73,OH-1 parallel with OH-2,T7,4178.44,4160.25,-18.19,1690.21,1680.96,-9.25,442.35,437.17,-5.19,0,none,No violation,SAFE,734,702,734,702,-0.04,-0.08,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00830,IEEE_CompTestFeeder,728,8,9,17,0.93867,0.94044,0.00178,0.90614,1.00544,0.90637,1.00552,8e-05,702,8.75,8.73,92.78,92.76,OH-1 parallel with OH-2,T7,4169.1,4158.64,-10.46,1687.27,1684.04,-3.23,441.02,439.55,-1.46,0,none,No violation,SAFE,734,702,734,702,-0.02,-0.03,38.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00831,IEEE_CompTestFeeder,734,0,197,197,0.90593,1.06062,0.15469,0.90593,1.00536,0.92832,1.06062,0.05525,734,8.77,41.16,92.8,97.14,SEC-8,T4,4178.44,3969.15,-209.29,1690.21,1626.95,-63.26,442.35,430.06,-12.29,1,voltage,Max voltage 1.0606 pu at bus 734 exceeds 1.05,CONSTRAINED,734,702,735,734,32.39,4.34,15.85,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.159 reversed,True
S00832,IEEE_CompTestFeeder,6252,7,46,53,0.99945,1.0303,0.03085,0.90603,1.00541,0.90666,1.0303,0.02489,625,8.76,12.37,92.79,92.73,SEC-2,T7,4170.86,4122.81,-48.05,1688.38,1677.66,-10.72,441.77,439.72,-2.05,0,caution,max 1.0303>1.03; rise 0.0309>=0.03,CAUTION,734,702,734,625,3.62,-0.07,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00833,IEEE_CompTestFeeder,748,0,222,222,0.95588,0.97719,0.02132,0.90593,1.00536,0.91477,1.00803,0.00267,702,8.77,8.11,92.8,103.88,OH-1 parallel with OH-2,T8,4178.44,3896.06,-282.38,1690.21,1577.76,-112.45,442.35,381.97,-60.38,1,transformer_loading,Transformer T8 loading 103.9% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.67,11.08,76.88,0.24,OH-1 parallel with OH-2,T7,trafo 5 reversed,True
S00834,IEEE_CompTestFeeder,6251,0,143,143,0.99457,1.08548,0.09091,0.90593,1.00536,0.90768,1.08548,0.08011,626,8.77,31.69,92.8,92.62,SEC-2,T7,4178.44,4036.25,-142.2,1690.21,1662.28,-27.93,442.35,443.16,0.8,1,voltage,Max voltage 1.0855 pu at bus 626 exceeds 1.05,CONSTRAINED,734,702,734,626,22.92,-0.19,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.065 reversed,True
S00835,IEEE_CompTestFeeder,6212,0,194,194,0.99457,1.06055,0.06599,0.90593,1.00536,0.9084,1.06055,0.05519,621,8.77,44.0,92.8,92.54,SEC-4,T7,4178.44,3980.85,-197.59,1690.21,1650.18,-40.03,442.35,438.77,-3.59,1,voltage,Max voltage 1.0606 pu at bus 621 exceeds 1.05,CONSTRAINED,734,702,734,621,35.23,-0.26,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.117 reversed,True
S00836,IEEE_CompTestFeeder,722,14,190,204,1.00428,1.11976,0.11548,0.90613,1.00546,0.90826,1.11976,0.1143,622,8.74,43.83,92.78,92.55,SEC-4,T7,4163.36,3982.11,-181.24,1686.6,1655.24,-31.36,441.27,450.03,8.76,1,voltage,Max voltage 1.1198 pu at bus 622 exceeds 1.05,CONSTRAINED,734,702,734,622,35.08,-0.23,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.052->-0.116 reversed,True
S00837,IEEE_CompTestFeeder,710,0,93,93,0.95737,0.96107,0.0037,0.90593,1.00536,0.9066,1.0059,0.00054,702,8.77,8.77,92.8,92.73,OH-1 parallel with OH-2,T7,4178.44,4081.3,-97.15,1690.21,1670.8,-19.41,442.35,438.21,-4.15,1,caution,reverse flow,CAUTION,734,702,734,702,-0.01,-0.07,80.0,0.208,OH-1 parallel with OH-2,T7,trafo 17 reversed,True
S00838,IEEE_CompTestFeeder,626,0,64,64,0.99457,1.05658,0.06201,0.90593,1.00536,0.90676,1.05658,0.05122,626,8.77,14.57,92.8,92.71,SEC-3,T7,4178.44,4112.98,-65.46,1690.21,1676.2,-14.01,442.35,440.9,-1.46,0,voltage,Max voltage 1.0566 pu at bus 626 exceeds 1.05,CONSTRAINED,734,702,734,626,5.8,-0.09,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00839,IEEE_CompTestFeeder,708,0,201,201,0.95802,0.96532,0.00731,0.90593,1.00536,0.90731,1.00646,0.0011,702,8.77,8.76,92.8,92.66,OH-1 parallel with OH-2,T7,4178.44,3969.54,-208.91,1690.21,1651.29,-38.92,442.35,434.45,-7.91,1,caution,reverse flow,CAUTION,734,702,734,702,-0.02,-0.15,75.0,0.24,OH-1 parallel with OH-2,T7,trafo 16 reversed,True
S00840,IEEE_CompTestFeeder,6252,8,12,20,1.00014,1.00838,0.00824,0.90604,1.00542,0.90621,1.00838,0.00296,625,8.76,8.73,92.79,92.77,OH-1 parallel with OH-2,T7,4169.78,4156.98,-12.81,1688.12,1685.12,-3.0,441.7,440.89,-0.81,0,none,No violation,SAFE,734,702,734,625,-0.03,-0.02,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00841,IEEE_CompTestFeeder,762,10,130,140,0.93761,0.95371,0.0161,0.90639,1.00551,0.91216,1.00734,0.00182,702,8.74,8.32,92.75,92.37,OH-1 parallel with OH-2,T1,4164.77,3990.6,-174.17,1683.67,1604.98,-78.69,438.68,394.51,-44.17,1,caution,reverse flow,CAUTION,734,702,734,702,-0.42,-0.38,45.0,0.48,OH-1 parallel with OH-2,T7,line 23 0.081->-0.048 reversed,True
S00842,IEEE_CompTestFeeder,743,0,245,245,0.96369,0.98036,0.01666,0.90593,1.00536,0.91549,1.00824,0.00287,702,8.77,8.05,92.8,92.28,OH-1 parallel with OH-2,T1,4178.44,3871.38,-307.06,1690.21,1569.35,-120.86,442.35,380.3,-62.06,0,none,No violation,SAFE,734,702,734,702,-0.73,-0.52,240.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00843,IEEE_CompTestFeeder,6242,0,163,163,0.99457,1.05063,0.05606,0.90593,1.00536,0.90805,1.05063,0.04527,624,8.77,37.32,92.8,92.58,SEC-1,T7,4178.44,4010.79,-167.65,1690.21,1655.19,-35.02,442.35,437.7,-4.65,1,voltage,Max voltage 1.0506 pu at bus 624 exceeds 1.05,CONSTRAINED,734,702,734,624,28.55,-0.23,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.089 reversed,True
S00844,IEEE_CompTestFeeder,770,14,23,37,0.9524,0.95529,0.0029,0.90662,1.00559,0.90775,1.00597,0.00037,702,8.73,8.65,92.72,92.58,OH-1 parallel with OH-2,T7,4158.79,4126.68,-32.12,1680.06,1663.63,-16.42,436.7,427.59,-9.12,0,none,No violation,SAFE,734,702,734,702,-0.08,-0.14,450.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00845,IEEE_CompTestFeeder,710,0,102,102,0.95737,0.96142,0.00405,0.90593,1.00536,0.90666,1.00595,0.00058,702,8.77,8.77,92.8,92.73,OH-1 parallel with OH-2,T7,4178.44,4071.94,-106.51,1690.21,1669.05,-21.16,442.35,437.85,-4.51,1,caution,reverse flow,CAUTION,734,702,734,702,-0.01,-0.08,80.0,0.208,OH-1 parallel with OH-2,T7,trafo 17 reversed,True
S00846,IEEE_CompTestFeeder,724,8,97,105,0.99749,1.03148,0.03398,0.90604,1.00542,0.90736,1.03148,0.02606,624,8.76,24.49,92.79,92.65,SEC-1,T7,4169.76,4068.36,-101.4,1688.11,1665.88,-22.23,441.67,437.28,-4.4,1,caution,max 1.0315>1.03; rise 0.0340>=0.03; reverse flow,CAUTION,734,702,734,624,15.73,-0.14,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.058->-0.036 reversed,True
S00847,IEEE_CompTestFeeder,715,0,246,246,0.99084,0.9966,0.00577,0.90593,1.00536,0.9077,1.00678,0.00141,702,8.77,8.75,92.8,92.61,OH-1 parallel with OH-2,T7,4178.44,3922.16,-256.28,1690.21,1639.31,-50.9,442.35,432.08,-10.28,0,none,No violation,SAFE,734,702,734,702,-0.02,-0.19,0,0.208,OH-1 parallel with OH-2,T7,none,True
S00848,IEEE_CompTestFeeder,6201,0,199,199,0.99457,1.00082,0.00625,0.90593,1.00536,0.90876,1.00666,0.0013,702,8.77,8.58,92.8,92.5,OH-6,T7,4178.44,3963.28,-215.16,1690.21,1641.65,-48.56,442.35,426.19,-16.16,1,caution,reverse flow,CAUTION,734,702,734,702,-0.2,-0.3,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.133 reversed,True
S00849,IEEE_CompTestFeeder,762,0,27,27,0.93632,0.93978,0.00346,0.90593,1.00536,0.90717,1.00577,0.0004,702,8.77,8.69,92.8,92.65,OH-1 parallel with OH-2,T7,4178.44,4141.62,-36.83,1690.21,1672.72,-17.49,442.35,432.53,-9.83,0,none,No violation,SAFE,734,702,734,702,-0.09,-0.15,45.0,0.48,OH-1 parallel with OH-2,T7,none,True
S00850,IEEE_CompTestFeeder,730,0,147,147,0.94698,0.95307,0.00609,0.90593,1.00536,0.90963,1.0066,0.00124,702,8.77,8.39,92.8,92.44,OH-1 parallel with OH-2,T1,4178.44,4009.65,-168.79,1690.21,1640.86,-49.35,442.35,420.56,-21.79,1,caution,reverse flow,CAUTION,734,702,734,702,-0.39,-0.36,85.0,0.24,OH-1 parallel with OH-2,T7,line 31 0.085->-0.062 reversed,True
S00851,IEEE_CompTestFeeder,7641,0,11,11,0.93653,0.93795,0.00143,0.90593,1.00536,0.90644,1.00553,0.00016,702,8.77,8.74,92.8,92.74,OH-1 parallel with OH-2,T7,4178.44,4163.4,-15.04,1690.21,1683.02,-7.19,442.35,438.31,-4.04,0,none,No violation,SAFE,734,702,734,702,-0.04,-0.06,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00852,IEEE_CompTestFeeder,712,0,28,28,0.95827,0.9595,0.00123,0.90593,1.00536,0.90613,1.00553,0.00016,702,8.77,8.77,92.8,92.78,OH-1 parallel with OH-2,T7,4178.44,4149.12,-29.32,1690.21,1684.18,-6.03,442.35,441.03,-1.32,0,none,No violation,SAFE,734,702,734,702,-0.0,-0.02,65.0,0.24,OH-1 parallel with OH-2,T7,none,True
S00853,IEEE_CompTestFeeder,6211,3,79,82,0.99567,1.02365,0.02798,0.90597,1.00539,0.90706,1.02365,0.01827,621,8.77,19.27,92.8,92.68,SEC-4,T7,4175.18,4091.8,-83.38,1689.42,1670.63,-18.78,442.09,437.71,-4.38,1,caution,reverse flow,CAUTION,734,702,734,621,10.5,-0.12,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.063->-0.014 reversed,True
S00854,IEEE_CompTestFeeder,6262,0,26,26,0.99457,1.02074,0.02617,0.90593,1.00536,0.90629,1.02074,0.01538,626,8.77,8.71,92.8,92.76,OH-1 parallel with OH-2,T7,4178.44,4150.89,-27.56,1690.21,1683.83,-6.38,442.35,440.8,-1.56,0,none,No violation,SAFE,734,702,734,626,-0.06,-0.04,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00855,IEEE_CompTestFeeder,751,0,48,48,0.96852,0.97201,0.00349,0.90593,1.00536,0.90787,1.00596,0.00059,702,8.77,8.63,92.8,92.57,OH-1 parallel with OH-2,T7,4178.44,4116.85,-61.59,1690.21,1665.0,-25.21,442.35,428.76,-13.59,0,none,No violation,SAFE,734,702,734,702,-0.15,-0.24,0,0.48,OH-1 parallel with OH-2,T7,none,True
S00856,IEEE_CompTestFeeder,6242,0,73,73,0.99457,1.02055,0.02598,0.90593,1.00536,0.90695,1.02055,0.01519,624,8.77,17.21,92.8,92.69,SEC-1,T7,4178.44,4101.06,-77.38,1690.21,1672.58,-17.63,442.35,437.98,-4.38,0,none,No violation,SAFE,734,702,734,624,8.43,-0.11,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00857,IEEE_CompTestFeeder,772,0,42,42,0.93426,0.93884,0.00458,0.90593,1.00536,0.90788,1.00599,0.00063,702,8.77,8.64,92.8,92.57,OH-1 parallel with OH-2,T7,4178.44,4121.07,-57.37,1690.21,1662.77,-27.44,442.35,426.99,-15.37,0,none,No violation,SAFE,734,702,734,702,-0.14,-0.24,100.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00858,IEEE_CompTestFeeder,633,0,75,75,0.91349,0.94918,0.03569,0.90593,1.00536,0.92511,1.0061,0.00073,702,8.77,15.21,92.8,92.53,SEC-7,T7,4178.44,4089.48,-88.97,1690.21,1659.96,-30.25,442.35,428.39,-13.97,1,caution,rise 0.0357>=0.03; reverse flow,CAUTION,734,702,735,702,6.44,-0.28,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.057 reversed,True
S00859,IEEE_CompTestFeeder,6321,0,205,205,0.92107,0.93588,0.01481,0.90593,1.00536,0.92098,1.00731,0.00195,702,8.77,8.21,92.8,117.39,OH-1 parallel with OH-2,T4,4178.44,3933.57,-244.87,1690.21,1611.17,-79.04,442.35,402.48,-39.87,1,transformer_loading,Transformer T4 loading 117.4% exceeds 100.0%,CONSTRAINED,734,702,734,702,-0.57,24.59,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00860,IEEE_CompTestFeeder,708,0,246,246,0.95802,0.96688,0.00886,0.90593,1.00536,0.90759,1.00668,0.00132,702,8.77,8.76,92.8,92.63,OH-1 parallel with OH-2,T7,4178.44,3923.22,-255.22,1690.21,1643.99,-46.22,442.35,433.13,-9.22,1,caution,reverse flow,CAUTION,734,702,734,702,-0.02,-0.18,75.0,0.24,OH-1 parallel with OH-2,T7,line 3 0.221->-0.025 reversed,True
S00861,IEEE_CompTestFeeder,751,10,157,167,0.96925,0.98047,0.01122,0.90633,1.00549,0.91257,1.00737,0.00188,702,8.74,8.27,92.75,92.37,OH-1 parallel with OH-2,T1,4165.57,3966.08,-199.49,1684.9,1605.59,-79.31,439.48,397.0,-42.49,0,none,No violation,SAFE,734,702,734,702,-0.47,-0.39,0,0.48,OH-1 parallel with OH-2,T7,none,True
S00862,IEEE_CompTestFeeder,733,0,39,39,0.91349,0.93242,0.01893,0.90593,1.00536,0.92392,1.00576,0.0004,702,8.77,8.67,92.8,92.66,OH-1 parallel with OH-2,T7,4178.44,4131.31,-47.13,1690.21,1673.78,-16.43,442.35,434.23,-8.13,1,caution,reverse flow,CAUTION,734,702,735,702,-0.11,-0.15,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.023 reversed,True
S00863,IEEE_CompTestFeeder,772,0,106,106,0.93426,0.94565,0.01139,0.90593,1.00536,0.91077,1.00692,0.00155,702,8.77,8.43,92.8,92.41,OH-1 parallel with OH-2,T1,4178.44,4034.79,-143.65,1690.21,1622.87,-67.34,442.35,404.71,-37.65,0,none,No violation,SAFE,734,702,734,702,-0.35,-0.39,100.0,0.208,OH-1 parallel with OH-2,T7,none,True
S00864,IEEE_CompTestFeeder,6212,0,115,115,0.99457,1.03484,0.04027,0.90593,1.00536,0.90748,1.03484,0.02947,621,8.77,26.73,92.8,92.64,SEC-4,T7,4178.44,4058.28,-120.16,1690.21,1663.91,-26.3,442.35,437.2,-5.16,1,caution,max 1.0348>1.03; rise 0.0403>=0.03; reverse flow,CAUTION,734,702,734,621,17.96,-0.17,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.045 reversed,True
S00865,IEEE_CompTestFeeder,722,0,159,159,0.99457,1.09469,0.10012,0.90593,1.00536,0.90784,1.09469,0.08932,622,8.77,34.94,92.8,92.6,SEC-4,T7,4178.44,4021.73,-156.71,1690.21,1660.19,-30.02,442.35,444.64,2.29,1,voltage,Max voltage 1.0947 pu at bus 622 exceeds 1.05,CONSTRAINED,734,702,734,622,26.17,-0.2,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.079 reversed,True
S00866,IEEE_CompTestFeeder,733,0,50,50,0.91349,0.93761,0.02412,0.90593,1.00536,0.92429,1.00587,0.0005,702,8.77,9.17,92.8,92.62,SEC-7,T7,4178.44,4118.37,-60.07,1690.21,1669.43,-20.78,442.35,432.28,-10.07,1,caution,reverse flow,CAUTION,734,702,735,702,0.4,-0.19,0,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.033 reversed,True
S00867,IEEE_CompTestFeeder,6252,7,193,200,0.99945,1.11758,0.11813,0.90603,1.00541,0.90822,1.11758,0.11217,625,8.76,43.05,92.79,92.56,SEC-1,T7,4170.86,3985.57,-185.3,1688.38,1655.63,-32.75,441.77,449.48,7.7,1,voltage,Max voltage 1.1176 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,34.29,-0.23,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.059->-0.112 reversed,True
S00868,IEEE_CompTestFeeder,7481,15,67,82,0.95739,0.96403,0.00664,0.90656,1.00556,0.90932,1.00641,0.00085,702,8.73,8.52,92.73,92.46,OH-1 parallel with OH-2,T1,4158.92,4072.54,-86.38,1681.76,1645.58,-36.18,437.83,418.45,-19.38,0,none,No violation,SAFE,734,702,734,702,-0.21,-0.27,0,0.24,OH-1 parallel with OH-2,T7,none,True
S00869,IEEE_CompTestFeeder,6211,0,214,214,0.99457,1.06685,0.07228,0.90593,1.00536,0.90862,1.06685,0.06148,621,8.77,48.25,92.8,92.52,SEC-4,T7,4178.44,3961.83,-216.61,1690.21,1647.2,-43.01,442.35,439.74,-2.61,1,voltage,Max voltage 1.0668 pu at bus 621 exceeds 1.05,CONSTRAINED,734,702,734,621,39.48,-0.29,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.134 reversed,True
S00870,IEEE_CompTestFeeder,6252,0,243,243,0.99457,1.14059,0.14603,0.90593,1.00536,0.90859,1.14059,0.13523,625,8.77,51.25,92.8,92.52,SEC-1,T7,4178.44,3949.11,-229.33,1690.21,1651.94,-38.27,442.35,456.02,13.67,1,voltage,Max voltage 1.1406 pu at bus 625 exceeds 1.05,CONSTRAINED,734,702,734,625,42.48,-0.28,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.066->-0.146 reversed,True
S00871,IEEE_CompTestFeeder,730,0,145,145,0.94698,0.95299,0.00601,0.90593,1.00536,0.90958,1.00659,0.00122,702,8.77,8.39,92.8,92.44,OH-1 parallel with OH-2,T1,4178.44,4011.93,-166.51,1690.21,1641.49,-48.72,442.35,420.84,-21.51,1,caution,reverse flow,CAUTION,734,702,734,702,-0.38,-0.36,85.0,0.24,OH-1 parallel with OH-2,T7,line 31 0.085->-0.060 reversed,True
S00872,IEEE_CompTestFeeder,623,10,246,256,1.00481,1.20808,0.20327,0.90607,1.00543,0.90839,1.20808,0.20265,623,8.75,50.98,92.79,92.54,SEC-4,T7,4167.67,3951.16,-216.51,1687.63,1658.76,-28.87,441.58,471.07,29.49,1,voltage,Max voltage 1.2081 pu at bus 623 exceeds 1.05,CONSTRAINED,734,702,734,623,42.23,-0.25,0,0.24,OH-1 parallel with OH-2,T7,line 30 0.056->-0.145 reversed,True
S00873,IEEE_CompTestFeeder,734,0,79,79,0.90593,0.97396,0.06804,0.90593,1.00536,0.92518,1.00611,0.00075,702,8.77,15.83,92.8,92.52,SEC-8,T7,4178.44,4086.64,-91.8,1690.21,1659.41,-30.8,442.35,429.55,-12.8,1,voltage_rise,Voltage rise at PV bus 734 0.0680 pu exceeds 0.05,CONSTRAINED,734,702,735,702,7.06,-0.28,15.85,0.24,OH-1 parallel with OH-2,T7,line 38 0.016->-0.060 reversed,True
S00874,IEEE_CompTestFeeder,633,15,208,223,0.92088,1.01216,0.09128,0.91337,1.00552,0.92941,1.01216,0.00664,633,8.73,49.27,92.75,119.34,SEC-7,T4,4160.08,3931.19,-228.89,1683.7,1614.28,-69.42,438.99,418.1,-20.89,1,voltage_rise,Voltage rise at PV bus 633 0.0913 pu exceeds 0.05,CONSTRAINED,734,702,735,633,40.54,26.6,0,0.24,OH-1 parallel with OH-2,T7,trafo 3 reversed,True
S00875,IEEE_CompTestFeeder,6262,0,40,40,0.99457,1.03425,0.03969,0.90593,1.00536,0.90647,1.03425,0.02889,626,8.77,9.3,92.8,92.74,SEC-3,T7,4178.44,4136.62,-41.82,1690.21,1680.8,-9.41,442.35,440.53,-1.82,0,caution,max 1.0343>1.03; rise 0.0397>=0.03,CAUTION,734,702,734,626,0.53,-0.06,0,0.24,OH-1 parallel with OH-2,T7,none,True
